DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	11q23.3	11	118237616	MPZL3	MPZL3			ENSG00000160588			rs55768116-C	rs55768116	0	55768116	intron_variant	0	0.489	2E-13	12.698970004336019		1.1	[1.07-1.13]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	15q25.1	15	78565644	CHRNA5	CHRNA5			ENSG00000169684			rs55781567-G	rs55781567	0	55781567	5_prime_UTR_variant	0	0.32	8E-44	43.096910013008056		1.27	[1.23-1.31]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	19q13.2	19	40847202	CYP2A6	CYP2A6			ENSG00000255974			rs56113850-C	rs56113850	0	56113850	intron_variant	0	0.487	3E-9	8.522878745280337		1.09	[1.06-1.12]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA				DCBLD1							rs5879422-T	rs5879422	0	1305046		1	0.51	4E-9	8.397940008672037		1.08	[1.05-1.11]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	2q33.1	2	201258707	NR	CASP8			ENSG00000064012			rs3769821-C	rs3769821	0	3769821	intron_variant	0	0.34	2E-7	6.698970004336019	(EA)	1.1	[1.06-1.14]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	5p15.33	5	1285859	NR	TERT			ENSG00000164362			rs7705526-A	rs7705526	0	7705526	intron_variant	0	0.41	4E-41	40.39794000867204	(East Asian)	1.31	[1.26-1.36]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	3q28	3	189625454	NR	TPRG1 - TP63	ENSG00000188001	ENSG00000073282		300150	5935	rs11375254-T	rs11375254	0	11375254	intergenic_variant	1	0.51	3E-21	20.522878745280337	(East Asian)	1.21	[1.16-1.26]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	5p15.33	5	1321972	NR	CLPTM1L			ENSG00000049656			rs401681-C	rs401681	0	401681	intron_variant	0	0.68	8E-12	11.096910013008056	(East Asian)	1.16	[1.11-1.2]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	6p21.1	6	41525674	NR	FOXP4-AS1			ENSG00000234753			rs7741164-A	rs7741164	0	7741164	intron_variant	0	0.34	4E-12	11.397940008672037	(East Asian)	1.16	[1.11-1.21]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	10q25.2	10	112738717	NR	VTI1A			ENSG00000151532			rs7086803-A	rs7086803	0	7086803	intron_variant	0	0.28	3E-10	9.522878745280337	(East Asian)	1.14	[1.1-1.19]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	8p12	8	32552592	NR	NRG1			ENSG00000157168			rs4236709-G	rs4236709	0	4236709	intron_variant	0	0.18	1E-9	9.0	(East Asian)	1.17	[1.11-1.23]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	11q23.3	11	118237616	NR	MPZL3			ENSG00000160588			rs55768116-C	rs55768116	0	55768116	intron_variant	0	0.45	2E-9	8.698970004336019	(East Asian)	1.13	[1.08-1.17]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	3q26.2	3	169764547	NR	TERC			ENSG00000270141			rs2293607-T	rs2293607	0	2293607	non_coding_transcript_exon_variant	0	0.45	3E-9	8.522878745280337	(East Asian)	1.12	[1.08-1.17]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA				NR							rs200595745-A	rs200595745	0	141658141		1	0.62	3E-8	7.522878745280337	(East Asian)	1.12	[1.08-1.17]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	14q13.2	14	34823979	NR	BAZ1A			ENSG00000198604			rs1200399-C	rs1200399	0	1200399	intron_variant	0	0.49	4E-7	6.3979400086720375	(East Asian)	1.11	[1.06-1.15]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	9p13.3	9	33422491	NR	AQP7 - AQP3	ENSG00000165269	ENSG00000165272		19809	18665	rs35201538-C	rs35201538	0	35201538	intergenic_variant	1	0.65	5E-6	5.301029995663981	(East Asian)	1.1	[1.06-1.15]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2019-10-16	31326317	Dai J	2019-07-17	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/31326317	Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.	Non-small cell lung cancer	13,327 Chinese ancestry cases, 13,793 European ancestry cases, 13,328 Chinese ancestry controls, 14,027 European ancestry controls	NA	9p21.3	9	21787522	NR	RN7SL151P - MTAP	ENSG00000244230	ENSG00000099810		87926	15114	rs10429489-A	rs10429489	0	10429489	intergenic_variant	1	0.25	8E-6	5.096910013008056	(East Asian)	1.11	[1.06-1.16]	Illumina [~ 11000000] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST008834	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	15q25.1	15	78565644	NR	CHRNA5			ENSG00000169684			rs55781567-G	rs55781567	0	55781567	5_prime_UTR_variant	0	NR	8E-44	43.096910013008056		0.79	[0.76-0.81]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA				NR							rs200595745-A	rs200595745	0	141658141		1	NR	2E-9	8.698970004336019		1.09	[1.06-1.12]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	3q26.2	3	169764547	NR	TERC			ENSG00000270141			rs2293607-T	rs2293607	0	2293607	non_coding_transcript_exon_variant	0	NR	2E-10	9.698970004336019		1.1	[1.06-1.13]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	13q13.1	13	32398489	NR	BRCA2			ENSG00000139618			rs11571833-T	rs11571833	0	11571833	stop_gained	0	NR	5E-6	5.301029995663981		0.67	[0.56-0.79]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p21.33	6	31652743	NR	APOM			ENSG00000204444			rs3117582-G	rs3117582	0	3117582	intron_variant	0	NR	2E-6	5.698970004336019		0.87	[0.82-0.92]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	3q28	3	189639410	NR	TP63			ENSG00000073282			rs13080835-G	rs13080835	0	13080835	intron_variant	0	NR	1E-20	20.0		0.88	[0.86-0.91]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	8p12	8	32552592	NR	NRG1			ENSG00000157168			rs4236709-G	rs4236709	0	4236709	intron_variant	0	NR	1E-12	12.0		0.89	[0.86-0.92]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	10q25.2	10	112728166	NR	VTI1A			ENSG00000151532			rs12265047-G	rs12265047	0	12265047	intron_variant	0	NR	8E-10	9.096910013008056		0.89	[0.85-0.92]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	14q13.2	14	34823979	NR	BAZ1A			ENSG00000198604			rs1200399-C	rs1200399	0	1200399	intron_variant	0	NR	3E-9	8.522878745280337		0.9	[0.87-0.93]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	11q23.3	11	118237616	NR	MPZL3			ENSG00000160588			rs55768116-C	rs55768116	0	55768116	intron_variant	0	NR	2E-13	12.698970004336019		0.91	[0.88-0.93]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	19q13.2	19	40847202	NR	CYP2A6			ENSG00000255974			rs56113850-C	rs56113850	0	56113850	intron_variant	0	NR	3E-9	8.522878745280337		0.92	[0.89-0.94]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	2q33.1	2	201258707	NR	CASP8			ENSG00000064012			rs3769821-C	rs3769821	0	3769821	intron_variant	0	NR	4E-8	7.3979400086720375		0.93	[0.9-0.95]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA				NR							rs5879422-T	rs5879422	0	1305046		1	NR	4E-9	8.397940008672037		1.08	[1.05-1.11]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	15q21.1	15	49084427	NR	SECISBP2L - COPS2	ENSG00000138593	ENSG00000166200		37980	21641	rs77468143-T	rs77468143	0	77468143	intergenic_variant	1	NR	1E-7	7.0		1.09	[1.05-1.12]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	9p21.3	9	21787522	NR	RN7SL151P - MTAP	ENSG00000244230	ENSG00000099810		87926	15114	rs10429489-A	rs10429489	0	10429489	intergenic_variant	1	NR	7E-10	9.154901959985743		1.11	[1.08-1.15]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p21.1	6	41529297	NR	FOXP4-AS1			ENSG00000234753			rs1853837-A	rs1853837	0	1853837	intron_variant	0	NR	1E-10	10.0		1.12	[1.08-1.15]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p21.33	6	31760120	NR	MSH5-SAPCD1, MSH5			ENSG00000255152, ENSG00000204410			rs3115672-T	rs3115672	0	3115672	synonymous_variant	0	NR	4E-6	5.3979400086720375		1.15	[1.08-1.22]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	1p31.1	1	77501822	NR	AK5			ENSG00000154027			rs71658797-A	rs71658797	0	71658797	intron_variant	0	NR	9E-7	6.045757490560675		1.16	[1.09-1.22]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p22.1	6	29908215	NR	MCCD1P1			ENSG00000235963			rs2517873-A	rs2517873	0	2517873	intron_variant	0	NR	5E-11	10.301029995663981		1.16	[1.11-1.21]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p21.33	6	30912210	NR	GTF2H4			ENSG00000213780			rs1264308-T	rs1264308	0	1264308	non_coding_transcript_exon_variant	0	NR	2E-7	6.698970004336019		1.16	[1.1-1.23]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	5p15.33	5	1285859	NR	TERT			ENSG00000164362			rs7705526-A	rs7705526	0	7705526	intron_variant	0	NR	1E-42	42.0		1.2	[1.17-1.24]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	4p14	4	38913680	NR	FAM114A1			ENSG00000197712			rs116205103-G	rs116205103	0	116205103	intron_variant	0	0.94	2E-7	6.698970004336019		0.83	[0.77-0.89]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	6p22.1	6	29770913	NR	IFITM4P - HLA-V	ENSG00000235821	ENSG00000290710		19765	20041	rs1815741-C	rs1815741	0	1815741	intergenic_variant	1	0.92	3E-7	6.522878745280337		0.86	[0.81-0.91]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
2021-08-13	32889700	Qin N	2020-09-05	Front Med	www.ncbi.nlm.nih.gov/pubmed/32889700	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Non-small cell lung cancer	27,120 Chinese or European ancestry cases, 27,355 Chinese or European ancestry controls	NA	2q21.3	2	135753722	NR	UBXN4			ENSG00000144224			rs3217451-AT	rs3217451	0	3217451	3_prime_UTR_variant	0	0.87	7E-7	6.154901959985743		0.9	[0.87-0.94]	NR [NR] (imputed)	N	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	GCST012199	Genome-wide genotyping array
